Entry	ParticleIdx	Alcove	PDG	X	Y	Z	Energy	ImpWt	IsExtra
5122	3	1	-13	2.51284	-69.6183	23565.6	1.82741	3.75	1
5122	4	1	-13	17.9563	-51.7096	23563.8	1.44039	3.75	1
5123	0	1	13	-118.304	116.9	23546.7	20.406	1	-1
5123	1	2	13	-110.812	108.258	24445.5	14.9468	1	-1
5123	2	3	13	-102.545	108.934	24855.8	11.2529	1	-1
5123	3	1	13	-124.329	106.524	23547.7	22.7787	1	1
5123	4	1	13	-120.706	122.155	23547.6	28.9015	1	1
5124	0	1	-13	10.1161	5.15344	23558	2.51118	3	-1
5124	1	1	-13	27.1809	35.9804	23554.9	0.847955	3	1
5124	2	1	-13	49.8394	40.3855	23554.4	0.275185	3	1
5124	3	1	-13	-13.194	12.9561	23557.2	1.42587	3	1
5124	4	1	-13	-40.3077	-28.0749	23561.4	0.144785	3	1
5124	5	1	-13	20.1083	54.4366	23553	2.73259	3	1
5124	6	1	-13	51.1775	33.302	23555.2	2.33168	3	1
5124	7	1	-13	25.8168	20.9311	23556.4	2.05332	3	1
5124	8	1	-13	28.8484	12.7668	23557.2	3.69068	3	1
5125	0	1	-13	-66.414	78.6212	23550.6	0.9871	2.72727	1
5126	0	1	13	91.8764	95.5733	23548.8	1.15222	2.30769	-1
5126	1	1	13	23.8095	86.1501	23549.8	5.12315	2.30769	1
5126	2	1	13	59.4865	90.4289	23549.4	1.39016	2.30769	1
5126	3	1	13	59.7017	69.6751	23551.5	4.32643	2.30769	1
5126	4	1	13	29.6247	39.8822	23554.5	4.87588	2.30769	1
5126	5	1	13	47.0172	79.3364	23550.5	2.48578	2.30769	1
5126	6	1	13	85.2062	71.1343	23551.3	1.78807	2.30769	1
5127	0	1	-13	-17.4158	-73.7147	23566	0.631492	4.28571	1
5127	1	1	-13	-88.2525	-37.8719	23562.4	0.751911	4.28571	1
5128	0	1	-13	62.8017	-36.9171	23562.3	3.35963	2.14286	1
5129	0	1	-13	78.0859	-61.9852	23564.8	0.266726	3.87931	1
5129	1	1	-13	12.0428	-67.6438	23565.4	0.252941	3.87931	1
5130	0	1	-13	-13.438	-90.8814	23567.7	1.6419	3	1
5131	0	1	-13	-57.3585	75.5724	23550.9	1.26759	2.14286	1
5131	1	1	-13	-50.5117	93.775	23549	0.748741	2.14286	1
5131	2	1	-13	-117.93	121.928	23546.2	0.0932263	2.14286	1
5132	0	1	-13	-103.867	-125.473	23571.2	1.07186	1.875	1
5133	0	1	-13	123.968	-101.356	23568.8	2.53014	1.42857	1
5134	0	1	-13	-75.8479	109.39	23547.4	0.144375	1.57895	1
5135	0	1	-13	84.0742	-54.6035	23564.1	8.25848	1.30435	1
5135	1	2	-13	73.7712	-56.5499	24462.2	2.20226	1.30435	1
5136	0	1	-13	-52.2183	83.6694	23550.1	13.8824	1	-1
5136	1	2	-13	-78.3895	77.8244	24448.6	8.04525	1	-1
5136	2	3	-13	-104.755	76.0024	24859.1	4.99545	1	-1
5136	3	1	-13	-28.3661	96.9366	23548.7	13.8536	1	1
5136	4	2	-13	-24.2882	110.873	24445.2	9.30566	1	1
5136	5	3	-13	-19.6425	116.368	24855.1	9.30154	1	1
5136	6	1	-13	-47.2682	115.192	23546.9	12.8159	1	1
5136	7	1	-13	-41.3059	72.9764	23551.1	16.1989	1	1
5136	8	2	-13	-44.6376	54.1014	24451	10.8801	1	1
5136	9	3	-13	-48.9745	48.886	24861.9	7.7446	1	1
5136	10	1	-13	-32.6033	101.215	23548.3	9.3696	1	1
5136	11	2	-13	-12.4202	110.975	24445.2	7.7373	1	1
5136	12	3	-13	-4.53321	115.897	24855.1	7.73311	1	1
5136	13	1	-13	-39.6004	89.4842	23549.5	17.6318	1	1
5136	14	2	-13	-43.9535	84.0935	24448	10.3323	1	1
5136	15	3	-13	-49.6589	83.6071	24858.4	7.1549	1	1
5136	16	1	-13	-34.6825	79.4517	23550.5	14.942	1	1
5136	17	2	-13	-29.5438	79.2468	24448.4	7.87633	1	1
5136	18	3	-13	-33.2261	84.9763	24858.2	4.79234	1	1
5136	19	1	-13	-45.8392	89.2884	23549.5	12.2645	1	1
5136	20	2	-13	-43.4059	108.034	24445.5	7.83233	1	1
5136	21	3	-13	-28.7544	114.959	24855.2	7.82864	1	1
5136	22	1	-13	-33.8882	87.975	23549.6	16.9955	1	1
5136	23	2	-13	-27.8135	85.4239	24447.8	11.1941	1	1
5136	24	3	-13	-26.4633	89.1816	24857.8	7.56595	1	1
5136	25	1	-13	-42.2472	94.6704	23548.9	21.1716	1	1
5136	26	2	-13	-49.1925	104.211	24445.9	16.359	1	1
5136	27	3	-13	-54.5023	110.078	24855.7	15.8041	1	1
5136	28	1	-13	-45.5319	95.8557	23548.8	10.4527	1	1
5136	29	2	-13	-64.6691	101.734	24446.2	5.39779	1	1
5136	30	3	-13	-73.9482	109.4	24855.8	4.89204	1	1
5137	0	1	-13	29.3745	57.9081	23552.7	3.15328	2.5	1
5138	0	1	-13	-94.5617	-98.2686	23568.5	0.527559	2.5	1
5139	0	1	13	68.9436	-57.8848	23564.4	12.077	1	1
5139	1	2	13	65.4426	-45.5219	24461.1	6.6315	1	1
5139	2	3	13	71.2801	-31.5323	24870	3.90429	1	1
5139	3	1	13	-0.982796	-75.4002	23566.2	2.9248	1	1
5139	4	1	13	75.9938	-17.3811	23560.3	18.9242	1	1
5139	5	2	13	80.3464	-12.1072	24457.7	13.4773	1	1
5139	6	3	13	86.6939	-12.7601	24868.1	10.4734	1	1
5139	7	1	13	79.2225	-22.5896	23560.8	17.9003	1	1
5139	8	2	13	82.5406	-21.7621	24458.7	12.0538	1	1
5139	9	3	13	85.0316	-13.7936	24868.2	8.92356	1	1
5139	10	1	13	110.974	-78.7277	23566.5	6.97935	1	1
5139	11	2	13	89.0875	-51.9093	24461.7	1.80519	1	1
5140	0	1	-13	-30.5862	49.87	23553.5	0.586693	3.75	-1
5140	1	1	-13	-37.2797	0.199538	23558.5	1.40784	3.75	1
5140	2	1	-13	-3.73749	-19.6153	23560.5	0.132706	3.75	1
5140	3	1	-13	-53.0012	40.9144	23554.4	1.67199	3.75	1
5140	4	1	-13	-21.7074	36.7697	23554.8	0.205069	3.75	1
5141	0	1	-13	110.799	67.1522	23551.7	0.815783	3.75	1
5142	0	1	13	16.7596	118.878	23546.5	2.16585	2	1
5142	1	2	13	41.1924	108.607	24445.5	1.77908	2	1
5142	2	3	13	50.9243	92.3096	24857.5	1.01395	2	1
5142	3	1	13	51.8718	108.107	23547.6	0.832345	2	1
5143	0	1	-13	56.3548	-4.73641	23559	0.857424	2.14286	-1
5144	0	1	-13	-34.098	35.4216	23554.9	3.14422	2.72727	-1
5144	1	1	-13	-5.61444	82.4873	23550.2	2.28274	2.72727	1
5144	2	1	-13	-23.6953	74.5965	23551	1.74147	2.72727	1
5144	3	1	-13	23.37	55.7876	23552.9	2.37682	2.72727	1
5144	4	1	-13	9.21345	35.8052	23554.9	0.183444	2.72727	1
5144	5	1	-13	-12.1235	80.8422	23550.3	1.27059	2.72727	1
5144	6	1	-13	-26.6528	39.2979	23554.5	1.09094	2.72727	1
5144	7	1	-13	24.2182	63.2041	23552.1	0.70108	2.72727	1
5144	8	1	-13	-23.6063	80.9075	23550.3	3.94572	2.72727	1
5144	9	1	-13	8.45636	89.0399	23549.5	2.34654	2.72727	1
5144	10	1	-13	5.39945	63.3221	23552.1	0.999604	2.72727	1
5145	0	1	-13	-19.8628	59.6337	23552.5	0.867303	4.34783	-1
5145	1	1	-13	-12.9181	51.9686	23553.3	2.30053	4.34783	1
5145	2	1	-13	11.904	18.38	23556.7	0.327115	4.34783	1
5146	0	1	-13	-26.1463	-51.9378	23563.8	10.3883	1.15385	1
5146	1	2	-13	-13.34	-23.6458	24458.9	4.78764	1.15385	1
5146	2	3	-13	-5.1223	13.323	24865.5	2.04976	1.15385	1
5147	0	1	-13	87.0925	22.4996	23556.3	3.5281	1.42857	1
5148	0	1	-13	-66.512	-68.836	23565.5	14.3644	1.2	-1
5148	1	2	-13	-74.4323	-48.4497	24461.4	8.33598	1.2	-1
5148	2	3	-13	-74.2978	-35.2107	24870.4	5.21955	1.2	-1
5148	3	1	-13	-46.5454	-62.8123	23564.9	5.24605	1.2	1
5148	4	1	-13	-72.989	-55.5774	23564.2	14.3357	1.2	1
5148	5	2	-13	-89.9895	-50.3418	24461.6	8.61915	1.2	1
5148	6	3	-13	-99.1815	-41.8248	24871.1	5.58883	1.2	1
5148	7	1	-13	-53.2863	-56.3717	23564.2	14.4867	1.2	1
5148	8	2	-13	-50.4863	-54.8062	24462	8.36162	1.2	1
5148	9	3	-13	-49.5894	-57.1103	24872.6	5.26293	1.2	1
5148	10	1	-13	-47.9671	-62.4163	23564.9	16.8237	1.2	1
5148	11	2	-13	-49.7597	-83.8224	24465	10.8325	1.2	1
5148	12	3	-13	-44.8476	-101.69	24877.2	7.7886	1.2	1
5148	13	1	-13	-76.2132	-74.5076	23566.1	4.11173	1.2	1
5148	14	1	-13	-65.1546	-86.5781	23567.3	8.29493	1.2	1
5148	15	2	-13	-83.6322	-64.8363	24463	2.51056	1.2	1
5148	16	1	-13	-33.4113	-51.5012	23563.8	12.8738	1.2	1
5148	17	2	-13	-37.1807	-53.8294	24461.9	7.06936	1.2	1
5148	18	3	-13	-47.6787	-61.8181	24873.1	3.86544	1.2	1
5148	19	1	-13	-33.2565	-69.4239	23565.6	8.42171	1.2	1
5148	20	2	-13	-17.625	-82.5082	24464.8	2.17931	1.2	1
5148	21	1	-13	-31.7344	-56.4763	23564.3	14.0577	1.2	1
5148	22	2	-13	-26.9042	-65.1969	24463.1	8.06224	1.2	1
5148	23	3	-13	-24.4861	-76.5071	24874.6	5.03471	1.2	1
5148	24	1	-13	-41.8889	-61.7464	23564.8	7.84313	1.2	1
5148	25	2	-13	-24.0972	-94.8909	24466.1	2.24395	1.2	1
5149	0	1	13	-51.6912	-39.3296	23562.5	2.55294	1.2	1
5150	0	1	-13	94.0101	97.2305	23548.7	2.36465	1.36364	1
5151	0	1	-13	59.578	100.605	23548.3	1.36609	2.30769	1
5151	1	1	-13	50.5231	58.236	23552.6	3.1859	2.30769	1
5151	2	1	-13	106.369	108.526	23547.5	0.362051	2.30769	1
5152	0	1	-13	-78.1661	35.5077	23554.9	2.20366	1.875	1
5153	0	1	-13	-28.4816	-95.9029	23568.3	0.182376	3.33333	1
5154	0	1	-13	-66.0843	16.2003	23556.9	1.32393	3.14685	-1
5155	0	1	-13	-12.3516	-1.33247	23558.7	0.495805	3.75	-1
5155	1	1	-13	22.2625	10.2594	23557.5	0.783453	3.75	1
5155	2	1	-13	74.1693	-42.4983	23562.8	1.23179	3.75	1
5155	3	1	-13	102.073	48.6162	23553.6	0.251766	3.75	1
5155	4	1	-13	-37.1243	-54.3405	23564	0.899881	3.75	1
5155	5	1	-13	-9.16625	-69.4969	23565.6	0.267074	3.75	1
5156	0	1	-13	-90.3536	78.2636	23550.6	3.83465	1.875	-1
5157	0	1	-13	1.01968	23.8916	23556.1	0.375955	4.28571	-1
5157	1	1	-13	-4.12183	112.227	23547.2	0.314699	4.28571	1
5157	2	1	-13	38.0667	-12.3654	23559.8	0.47503	4.28571	1
5158	0	1	-13	-26.4594	5.43117	23558	0.260571	4.28571	1
5158	1	1	-13	38.4599	-11.5314	23559.7	0.584386	4.28571	1
5159	0	1	-13	35.7104	88.4711	23549.6	0.80096	4.28571	1
5160	0	1	-13	-53.9475	27.2727	23555.8	0.843302	7.03125	-1
5161	0	1	-13	-21.3801	-110.146	23569.7	23.5732	1	-1
5161	1	1	-13	-19.0404	-103.937	23569.1	24.4158	1	1
5161	2	2	-13	-7.38098	-122.34	24468.9	18.6454	1	1
5161	3	1	-13	-28.7682	-92.8777	23567.9	22.0208	1	1
5161	4	2	-13	-27.8072	-89.8986	24465.6	15.6093	1	1
5161	5	3	-13	-26.4773	-93.9956	24876.4	12.6597	1	1
5161	6	1	-13	-33.3959	-97.8906	23568.5	14.0893	1	1
5161	7	2	-13	-47.6151	-95.9268	24466.2	8.475	1	1
5161	8	3	-13	-54.8204	-86.4841	24875.6	5.44508	1	1
5161	9	1	-13	-40.3826	-116.231	23570.3	15.0002	1	1
5161	10	1	-13	-32.2222	-97.8161	23568.4	28.034	1	1
5161	11	2	-13	-34.6269	-107.897	24467.4	22.5234	1	1
5161	12	3	-13	-33.5019	-112.745	24878.3	18.19	1	1
5161	13	1	-13	-35.144	-101.742	23568.8	17.2233	1	1
5161	14	1	-13	-29.8149	-97.0034	23568.4	14.5052	1	1
5161	15	2	-13	-36.665	-95.7308	24466.2	8.39399	1	1
5161	16	3	-13	-35.5764	-97.0056	24876.7	5.02582	1	1
5161	17	1	-13	-32.5066	-99.951	23568.7	23.2026	1	1
5161	18	2	-13	-27.2474	-111.893	24467.8	17.9916	1	1
5161	19	3	-13	-18.3138	-119.598	24879	14.4748	1	1
5161	20	1	-13	-27.8075	-105.797	23569.3	19.9743	1	1
5161	21	2	-13	-26.6867	-117.25	24468.4	14.0573	1	1
5161	22	3	-13	-25.182	-121.927	24879.2	10.3136	1	1
5161	23	1	-13	-21.0813	-94.1327	23568.1	22.853	1	1
5161	24	2	-13	-19.4417	-96.6035	24466.3	16.9208	1	1
5161	25	3	-13	-16.1624	-99.3044	24876.9	14.0998	1	1
5162	0	1	-13	0.177348	-52.9991	23563.9	18.0932	1	1
5162	1	2	-13	-6.59174	-65.1786	24463.1	12.2015	1	1
5162	2	3	-13	-12.2074	-77.1468	24874.7	8.7193	1	1
5162	3	1	-13	-98.7933	-30.7665	23561.7	17.6035	1	1
5162	4	2	-13	-109.424	-33.6039	24459.9	12.1789	1	1
5162	5	3	-13	-112.262	-28.5074	24869.7	8.1557	1	1
5162	6	1	-13	-38.173	-118.335	23570.5	21.7765	1	1
5162	7	3	-13	-31.1296	-122.94	24879.3	12.4987	1	1
5162	8	1	-13	91.0336	-74.3145	23566.1	8.45645	1	1
5162	9	2	-13	82.8918	-64.8121	24463	2.8573	1	1
5163	0	1	-13	-26.1983	79.8537	23550.4	0.252006	4.28571	1
5164	0	1	-13	122.192	-103.512	23569	2.07469	1.30435	-1
5165	0	1	-13	-27.1317	-15.4488	23560.1	0.965902	4.09091	-1
5165	1	1	-13	-6.23618	-17.2383	23560.3	2.43496	4.09091	1
5165	2	1	-13	18.4932	84.5033	23550	2.39816	4.09091	1
5165	3	1	-13	-94.7933	10.8133	23557.4	1.26555	4.09091	1
5165	4	1	-13	24.1372	-5.88159	23559.1	0.599354	4.09091	1
5165	5	1	-13	-80.6965	22.0952	23556.3	0.509996	4.09091	1
5166	0	1	-13	53.531	-20.7183	23560.6	0.755183	4.28571	1
5166	1	1	-13	38.0433	-2.50282	23558.8	0.695176	4.28571	1
5167	0	1	-13	-34.7373	54.8754	23553	0.175101	3	1
5168	0	1	-13	-2.02736	21.1131	23556.4	0.804849	8.33333	1
5169	0	1	-13	6.39977	23.3408	23556.2	2.58974	8.33333	1
5169	1	1	-13	6.92167	-16.8532	23560.2	0.381924	8.33333	1
5169	2	1	-13	-39.3927	55.6194	23552.9	2.1296	8.33333	1
5169	3	1	-13	-24.2879	13.2409	23557.2	2.97429	8.33333	1
5169	4	1	-13	40.749	-45.3687	23563.1	1.17344	8.33333	1
5170	0	1	-13	55.8017	-9.12779	23559.5	0.521951	4.28571	1
5170	1	1	-13	24.812	-23.8324	23560.9	0.701461	4.28571	1
5170	2	1	-13	0.501535	-47.1093	23563.3	0.45561	4.28571	1
5171	0	1	-13	-26.5591	0.4538	23558.5	0.526295	3.75	-1
5171	1	1	-13	-53.0532	28.428	23555.7	1.47964	3.75	1
5171	2	1	-13	-0.221898	-44.0549	23563	0.0796194	5	1
5172	0	1	-13	3.61696	-101.316	23568.8	0.562578	1.66667	1
5172	1	1	-13	91.7689	-120.592	23570.8	5.02376	1.66667	1
5172	2	1	-13	79.5274	-93.1947	23568	2.71353	1.66667	1
5173	0	1	-13	-79.8399	74.7988	23551	0.067926	3	-1
5173	1	1	-13	-47.9457	-18.9504	23560.5	1.15409	3	1
5173	2	1	-13	-32.8315	-55.2361	23564.1	1.02024	3	1
5173	3	1	-13	8.01201	-44.2847	23563	0.53267	3	1
5173	4	1	-13	-65.9719	1.41226	23558.4	0.913249	3	1
5173	5	1	-13	-31.7051	-32.1104	23561.8	1.35983	3	1
5173	6	1	-13	-41.693	-44.9515	23563.1	1.40444	3	1
5173	7	1	-13	-34.1177	0.578597	23558.5	1.82856	3	1
5174	0	1	-13	25.8901	81.2353	23550.3	0.541254	4.28571	1
5174	1	1	-13	90.4563	66.2542	23551.8	0.417516	4.28571	1
5174	2	1	-13	66.0205	27.2661	23555.8	0.679678	4.28571	1
5175	0	1	-13	121.445	14.1689	23557.1	2.16426	2.14286	-1
5175	1	1	-13	98.6864	21.6042	23556.3	1.46997	2.14286	1
5175	2	1	-13	115.516	41.9355	23554.3	0.810263	2.14286	1
5176	0	1	-13	71.4303	45.0789	23554	5.86971	2	1
5176	1	2	-13	45.1041	57.3074	24450.7	0.504855	2	1
5176	2	1	-13	83.6422	70.0338	23551.4	4.22338	2	1
5176	3	1	-13	37.3332	61.1737	23552.3	0.983584	2	1
5176	4	1	-13	88.2502	83.557	23550.1	6.8268	2	1
5176	5	2	-13	108.572	120.803	24444.2	2.8135	2	1
5176	6	1	-13	79.6235	62.1198	23552.2	6.57775	2	1
5176	7	2	-13	79.3585	35.2827	24452.9	1.07211	2	1
5176	8	1	-13	78.4723	98.2038	23548.6	0.581931	2	1
5177	0	2	-13	-91.0429	118.664	24444.5	6.88379	1	1
5177	1	3	-13	-103.552	104.635	24856.2	6.65054	1	1
5177	2	1	-13	-6.17381	-33.8574	23562	3.02674	1	1
5178	0	1	-13	61.6219	-109.404	23569.6	0.396122	2.72727	1
5179	0	1	-13	18.0645	77.1603	23550.7	13.9201	1.2	1
5179	1	2	-13	39.6292	113.047	24445	8.13176	1.2	1
5179	2	1	-13	-7.76229	-119.521	23570.6	12.3954	1.2	1
5179	3	1	-13	-37.2242	-78.2962	23566.5	16.9475	1.2	1
5179	4	2	-13	-41.1802	-76.0035	24464.2	11.1623	1.2	1
5179	5	3	-13	-40.522	-70.443	24874	8.31061	1.2	1
5180	0	1	-13	-38.69	94.6599	23548.9	1.71138	3.75	1
5180	1	1	-13	-16.9865	74.8831	23550.9	1.20557	3.75	1
5180	2	1	-13	-29.075	61.8884	23552.3	0.0661238	3.75	1
5181	0	1	-13	18.0122	98.5844	23548.5	3.06946	1.76471	1
5182	0	1	-13	-62.2969	94.8841	23548.9	2.70318	1.76471	-1
5182	1	1	-13	-15.9547	99.5717	23548.4	0.485899	1.76471	1
5182	2	1	-13	-14.3509	51.0415	23553.4	1.09385	1.76471	1
5182	3	1	-13	4.23192	104.397	23548	0.488853	1.76471	1
5183	0	1	-13	2.94847	-60.0752	23564.6	1.179	3	-1
5183	1	1	-13	46.6606	-13.6417	23559.9	0.652592	3	1
5183	2	1	-13	28.6338	-93.8345	23568	1.78083	3	1
5184	0	1	-13	70.3525	-34.2431	23562	11.2953	1	1
5184	1	2	-13	56.9349	-16.2602	24458.1	5.75877	1	1
5184	2	3	-13	42.8912	-4.35862	24867.3	3.07492	1	1
5185	0	1	-13	-62.4008	-36.0416	23562.2	0.0860784	3.75	1
5185	1	1	-13	44.3443	-23.0117	23560.9	0.320487	3.75	1
5186	0	1	-13	83.2492	-69.6889	23565.6	0.250344	3.75	1
5186	1	1	-13	9.93099	-50.2205	23563.6	1.11891	3.75	1
5186	2	1	-13	116.195	-64.6546	23565.1	0.233871	3.75	1
5187	0	1	-13	-59.8661	89.8652	23549.4	0.146546	1.875	1
5188	0	1	-13	-66.9526	54.3705	23553	2.27343	2.30769	-1
5188	1	1	-13	-112.418	63.2593	23552.1	1.07462	2.30769	1
5188	2	1	-13	-100.183	56.483	23552.8	0.736423	2.30769	1
5189	0	1	-13	37.1882	-23.0893	23560.9	0.823381	2.14286	1
5189	1	1	-13	10.9966	46.9192	23553.8	1.02904	3	1
5189	2	1	-13	56.6175	53.3067	23553.1	1.00396	3	1
5189	3	1	-13	100.082	-18.1422	23560.4	2.42999	3	1
5189	4	1	-13	95.178	21.0098	23556.4	1.38747	3	1
5189	5	1	-13	81.0969	58.7803	23552.6	0.235261	3	1
5190	0	1	13	-92.4346	31.5044	23555.3	12.0557	1	-1
5190	1	2	13	-90.6609	29.6924	24453.5	6.15119	1	-1
5190	2	3	13	-98.596	22.6257	24864.6	2.07477	1	-1
5190	3	1	13	-81.2831	30.9977	23555.4	14.0781	1	1
5190	4	2	13	-67.1147	33.4775	24453.1	8.10925	1	1
5190	5	3	13	-54.3517	28.9062	24863.9	5.17491	1	1
5190	6	1	13	-91.51	39.7694	23554.5	19.1917	1	1
5190	7	2	13	-93.3743	50.5745	24451.4	13.7661	1	1
5190	8	3	13	-102.532	57.8736	24861	10.7994	1	1
5190	9	1	13	-90.9423	30.3616	23555.5	20.8338	1	1
5190	10	2	13	-86.7621	24.8356	24454	14.9482	1	1
5190	11	3	13	-85.1853	27.2727	24864.1	11.7098	1	1
5190	12	1	13	-88.5957	46.6938	23553.8	5.47709	1	1
5190	13	1	13	-89.0691	36.7855	23554.8	12.4939	1	1
5190	14	2	13	-90.9334	35.177	24452.9	7.0513	1	1
5190	15	3	13	-89.2345	32.4899	24863.6	3.98543	1	1
5190	16	1	13	-99.8821	37.4687	23554.7	10.7168	1	1
5190	17	2	13	-116.305	39.0357	24452.5	4.68668	1	1
5190	18	3	13	-103.989	15.7547	24865.3	0.974811	1	1
5190	19	1	13	-94.8291	27.675	23555.7	21.3452	1	1
5190	20	2	13	-109.994	21.6819	24454.3	15.0701	1	1
5190	21	3	13	-122.061	8.94669	24865.9	10.0757	1	1
5190	22	1	13	-95.4471	41.103	23554.4	19.3448	1	1
5190	23	2	13	-99.2406	59.9436	24450.4	13.6557	1	1
5190	24	3	13	-103.24	75.2766	24859.2	10.6118	1	1
5190	25	1	13	-85.297	31.4358	23555.3	13.3061	1	1
5190	26	2	13	-69.811	44.3257	24452	7.28058	1	1
5190	27	3	13	-54.7036	59.534	24860.8	4.03731	1	1
5190	28	1	13	-87.4218	32.6177	23555.2	6.25616	1	1
5190	29	2	13	-87.4484	13.0254	24455.2	0.913027	1	1
5191	0	1	-13	-8.07428	50.7742	23553.4	0.291987	2.72727	-1
5191	1	1	-13	-63.9599	35.9184	23554.9	1.57443	2.72727	1
5191	2	1	-13	-48.5339	59.4221	23552.5	3.3409	2.72727	1
5191	3	1	-13	-101.639	47.5496	23553.7	2.00343	2.72727	1
5191	4	1	-13	-38.8406	70.4585	23551.4	4.11953	2.72727	1
5191	5	1	-13	-43.0851	54.9136	23553	2.82698	2.72727	1
5191	6	1	-13	-24.7987	66.3317	23551.8	1.13478	2.72727	1
5191	7	1	-13	-57.0398	70.7151	23551.4	2.64811	2.72727	1
5191	8	1	-13	-35.7368	78.3674	23550.6	1.59799	2.72727	1
5191	9	1	-13	-52.2018	61.2296	23552.3	3.25496	2.72727	1
5191	10	1	-13	-64.7548	63.8338	23552.1	0.8316	2.72727	1
5192	0	1	-13	-35.7816	6.28786	23557.9	0.265236	5.35714	-1
5192	1	1	-13	-74.7601	-32.5113	23561.8	0.132474	5.35714	1
5193	0	1	-13	80.1758	-110.16	23569.7	10.3745	1	1
5193	1	2	-13	55.6129	-112.667	24467.9	5.04415	1	1
5194	0	1	-13	-91.2404	1.39581	23558.4	2.1021	2.5	1
5195	0	1	13	68.7346	41.1933	23554.4	1.28064	2.5	-1
5195	1	1	13	91.3454	-5.81219	23559.1	2.40675	2.5	1
5195	2	1	13	63.3648	-42.5612	23562.8	1.72845	2.5	1
5195	3	1	13	95.6392	-14.7815	23560	2.3849	2.5	1
5195	4	1	13	64.0297	-5.48667	23559.1	4.95463	2.5	1
5195	5	1	13	74.1567	-17.2704	23560.3	1.58708	2.5	1
5195	6	1	13	69.1472	6.84087	23557.8	4.48376	2.5	1
5195	7	1	13	78.1284	-25.8581	23561.2	3.31717	2.5	1
5195	8	1	13	74.6136	-5.9441	23559.1	5.33651	2.5	1
5195	9	1	13	77.1045	2.73256	23558.3	1.80129	2.5	1
5195	10	1	13	48.6521	3.09503	23558.2	3.00146	2.5	1
5196	0	1	-13	-69.5706	-67.1809	23565.3	1.41089	3	1
5196	1	1	-13	-31.2147	-28.3512	23561.4	3.33792	3	1
5197	0	1	-13	9.64152	106.907	23547.7	0.715304	3.75	1
5198	0	1	-13	11.2279	-105.225	23569.2	0.215649	1.5	1
5199	0	1	-13	-65.4158	107.848	23547.6	1.28559	1.875	-1
5199	1	2	-13	59.2117	114.179	24444.9	1.257	1.875	-1
5199	2	3	-13	108.582	117.473	24854.9	1.25367	1.875	-1
5200	0	1	-13	-53.7568	41.4674	23554.3	0.83045	3.75	1
5200	1	1	-13	-2.25989	-22.5274	23560.8	1.0308	3.75	1
5201	0	1	-13	-79.1462	-15.4171	23560.1	0.0539675	4.28571	1
5202	0	1	13	66.7672	91.2869	23549.3	23.5257	1	-1
5202	1	2	13	68.9492	88.339	24447.5	17.4815	1	-1
5202	2	3	13	66.7132	91.6589	24857.6	14.6248	1	-1
5202	3	1	13	24.0337	121.44	23546.2	20.833	1	1
5203	0	1	-13	50.6594	67.7968	23551.7	0.872554	2.30769	-1
5204	0	1	13	22.7606	-46.585	23563.3	11.9453	1	-1
5204	1	2	13	31.1556	-48.4066	24461.4	5.93496	1	-1
5204	2	3	13	60.2032	-36.02	24870.5	2.76998	1	-1
5204	3	1	13	21.2106	-51.3009	23563.7	12.124	1	1
5204	4	2	13	21.1894	-48.8466	24461.4	5.84633	1	1
5204	5	3	13	-4.85192	-46.0685	24871.5	3.09371	1	1
5204	6	1	13	44.9118	-28.613	23561.4	18.4807	1	1
5204	7	2	13	56.831	-50.3059	24461.6	8.48945	1	1
5204	8	3	13	74.5053	-71.0445	24874	5.0648	1	1
5204	9	1	13	28.1517	-30.6414	23561.6	14.5145	1	1
5204	10	2	13	36.782	-34.9224	24460	8.9378	1	1
5204	11	3	13	44.2387	-39.9231	24870.9	3.72625	1	1
5204	12	1	13	36.259	-27.683	23561.3	22.4632	1	1
5204	13	2	13	40.3241	-30.7706	24459.6	16.2344	1	1
5204	14	3	13	41.5774	-38.7566	24870.8	13.14	1	1
5204	15	1	13	11.2503	-18.851	23560.4	20.5523	1	1
5204	16	2	13	14.458	-18.1772	24458.3	14.3582	1	1
5204	17	3	13	18.1879	-21.7862	24869.1	11.5097	1	1
5204	18	1	13	7.28064	-22.4568	23560.8	19.4211	1	1
5204	19	2	13	2.15056	-12.1775	24457.7	13.702	1	1
5204	20	3	13	-6.18746	-4.95722	24867.4	10.7027	1	1
5204	21	1	13	19.0403	-16.9	23560.2	20.1206	1	1
5204	22	2	13	29.5086	-22.6151	24458.8	14.7814	1	1
5204	23	3	13	46.5414	-16.0731	24868.5	11.6101	1	1
5204	24	1	13	-1.49605	-39.1324	23562.5	16.4327	1	1
5204	25	2	13	-0.880614	-34.4003	24460	9.94058	1	1
5204	26	3	13	-2.98819	-31.8076	24870.1	6.56299	1	1
5204	27	1	13	22.3902	-39.1112	23562.5	12.9002	1	1
5204	28	2	13	26.9031	-53.5445	24461.9	7.00632	1	1
5204	29	3	13	31.3149	-64.5239	24873.4	4.22247	1	1
5204	30	1	13	39.169	-19.9118	23560.6	13.9752	1	1
5204	31	2	13	40.3453	-4.88479	24457	8.37229	1	1
5204	32	3	13	32.8214	-5.51119	24867.4	4.63519	1	1
5205	0	1	-13	28.8288	-80.6357	23566.7	2.4982	2.5	1
5205	1	1	-13	-42.5988	-82.3983	23566.9	3.14706	2.5	1
5205	2	1	-13	-36.8483	-63.9771	23565	2.13909	2.5	1
