Entry	ParticleIdx	Alcove	PDG	X	Y	Z	Energy	ImpWt	IsExtra
0	0	1	13	-76.3949	9.52569	23557.6	4.20808	1.76471	1
0	1	1	13	-24.1078	-104.767	23569.1	3.59358	1.76471	1
1	0	1	-13	-75.6765	17.3738	23556.8	7.69983	1.33136	1
1	1	2	-13	-62.1169	12.4807	24455.2	2.2386	1.33136	1
2	0	1	-13	76.4289	-87.5016	23567.4	0.628454	1.66667	1
3	0	1	-13	74.2623	16.1972	23556.9	6.46131	1.76471	1
3	1	2	-13	120.321	39.9417	24452.4	0.642819	1.76471	1
4	0	1	-13	2.65398	-49.5298	23563.6	3.4271	3	1
4	1	1	-13	52.6806	-3.86623	23558.9	2.54083	3	1
4	2	1	-13	-18.7374	-62.5209	23564.9	2.75344	3	1
4	3	1	-13	50.3138	-90.1532	23567.7	1.92975	3	1
4	4	1	-13	56.2541	103.518	23548	0.464982	3	1
4	5	1	-13	4.66196	20.1288	23556.5	2.8075	3	1
5	0	1	-13	40.6568	22.4946	23556.3	3.41532	1	1
5	1	1	-13	74.1411	-103.794	23569.1	24.8633	1	1
5	2	2	-13	81.501	-125.174	24469.2	18.6402	1	1
5	3	1	-13	72.4817	-72.4041	23565.9	26.804	1	1
5	4	2	-13	78.5039	-73.8759	24464	19.5771	1	1
5	5	3	-13	85.1134	-80.6069	24875	16.656	1	1
5	6	1	-13	107.268	-116.472	23570.3	21.1043	1	1
5	7	2	-13	118.013	-119.702	24468.6	15.5147	1	1
5	8	3	-13	124.335	-124.522	24879.5	11.4926	1	1
5	9	1	-13	48.3006	-71.0135	23565.7	19.2118	1	1
5	10	2	-13	40.0591	-57.3784	24462.3	12.1297	1	1
5	11	3	-13	26.1117	-44.2036	24871.3	9.14903	1	1
6	0	1	-13	72.32	50.5008	23553.4	0.0505187	3	-1
6	1	1	-13	62.5876	9.77289	23557.5	1.10363	3	1
6	2	1	-13	39.8914	38.516	23554.6	0.317187	3	1
7	0	1	13	-14.0932	16.4327	23556.9	7.86129	1.57895	-1
7	1	2	13	-32.8234	35.7015	24452.9	1.37318	1.57895	-1
7	2	1	13	-29.2053	26.7211	23555.8	4.99262	1.57895	1
7	3	1	13	-23.8911	9.41994	23557.6	5.21309	1.57895	1
7	4	1	13	-25.0138	15.0374	23557	11.0013	1.57895	1
7	5	2	13	-43.3463	27.0962	24453.7	5.18085	1.57895	1
7	6	3	13	-68.8085	16.6882	24865.2	1.82725	1.57895	1
7	7	1	13	-70.5334	22.5404	23556.2	1.49914	1.57895	1
7	8	1	13	-7.64365	20.8843	23556.4	5.16688	1.57895	1
7	9	1	13	-6.32165	25.6152	23555.9	4.88876	1.57895	1
7	10	1	13	-19.9467	11.88	23557.3	8.7109	1.57895	1
7	11	2	13	-31.6266	-2.87544	24456.8	2.42682	1.57895	1
7	12	1	13	-44.4534	4.40306	23558.1	6.41222	1.57895	1
7	13	2	13	-61.4463	-11.5641	24457.6	0.698788	1.57895	1
7	14	1	13	-23.5832	3.61117	23558.2	12.1959	1.57895	1
7	15	2	13	-30.3695	-17.6009	24458.3	6.57315	1.57895	1
7	16	3	13	-33.145	-34.2124	24870.3	3.97947	1.57895	1
7	17	1	13	-17.6386	13.3497	23557.2	9.60852	1.57895	1
7	18	2	13	-5.11897	31.8044	24453.3	4.00416	1.57895	1
7	19	3	13	29.511	33.5582	24863.4	0.970983	1.57895	1
8	0	1	-13	65.4423	78.7943	23550.5	1.28681	14.0625	1
8	1	1	-13	88.3571	63.6194	23552.1	1.41236	14.0625	1
9	0	1	-13	68.9935	58.4308	23552.6	3.5228	2.72727	-1
9	1	1	-13	85.7371	16.3268	23556.9	2.55736	2.72727	1
9	2	1	-13	71.0015	61.2071	23552.3	3.20586	2.72727	1
10	0	1	-13	-66.8193	17.157	23556.8	0.580661	5.14286	1
11	0	1	-13	18.5439	-15.1489	23560.1	13.2831	1	-1
11	1	2	-13	18.8266	16.6343	24454.8	6.92311	1	-1
11	2	3	-13	1.36399	24.9318	24864.3	3.75308	1	-1
11	3	1	-13	34.3727	-22.3219	23560.8	21.7999	1	1
11	4	2	-13	44.6473	-17.2474	24458.2	15.5946	1	1
11	5	3	-13	54.0685	-15.6843	24868.4	12.1613	1	1
11	6	1	-13	23.2639	-28.0614	23561.4	15.8407	1	1
11	7	2	-13	22.5156	-25.0139	24459	10.1012	1	1
11	8	3	-13	19.3964	-25.912	24869.5	7.11399	1	1
11	9	1	-13	13.437	-22.4677	23560.8	17.1983	1	1
11	10	2	-13	23.3108	-13.48	24457.8	11.2492	1	1
11	11	3	-13	27.1627	-0.653363	24866.9	7.92406	1	1
11	12	1	-13	18.2155	-20.2427	23560.6	22.6039	1	1
11	13	2	-13	23.3455	-19.5737	24458.5	16.1291	1	1
11	14	3	-13	30.5009	-15.3781	24868.4	12.4842	1	1
11	15	1	-13	14.4297	-41.771	23562.8	17.3917	1	1
11	16	2	-13	16.894	-57.9587	24462.4	12.0831	1	1
11	17	3	-13	11.7636	-75.8725	24874.5	9.09493	1	1
11	18	1	-13	9.05426	-30.5014	23561.6	24.7021	1	1
11	19	2	-13	-6.02897	-30.4164	24459.6	17.4829	1	1
11	20	3	-13	-13.809	-34.5914	24870.4	10.291	1	1
11	21	1	-13	25.0518	-33.672	23561.9	27.5367	1	1
11	22	2	-13	24.738	-30.8909	24459.6	21.8101	1	1
11	23	3	-13	22.1097	-30.6342	24870	17.7736	1	1
11	24	1	-13	21.3024	-31.036	23561.7	27.5899	1	1
11	25	2	-13	21.3826	-41.9094	24460.7	20.8573	1	1
11	26	3	-13	20.293	-50.1098	24871.9	17.4438	1	1
11	27	1	-13	18.1534	-15.4156	23560.1	20.1946	1	1
11	28	2	-13	19.3495	-4.60108	24456.9	14.4197	1	1
11	29	3	-13	21.5271	0.8939	24866.8	11.2299	1	1
11	30	1	-13	33.9753	-33.0987	23561.9	14.1224	1	1
11	31	2	-13	62.0935	-25.2152	24459	8.61677	1	1
11	32	3	-13	82.8895	-21.8267	24869.1	5.69815	1	1
12	0	1	13	11.1903	1.11122	23558.4	1.39686	2.72727	-1
12	1	1	13	50.084	-74.4138	23566.1	1.79402	2.72727	1
12	2	1	13	15.7816	-0.753356	23558.6	1.8215	2.72727	1
13	0	1	-13	89.1531	26.5496	23555.8	17.4188	1	1
13	1	2	-13	87.8379	27.7464	24453.7	11.183	1	1
13	2	3	-13	86.4534	33.6575	24863.4	8.2989	1	1
14	0	1	-13	35.3231	-46.0988	23563.2	29.543	1	-1
14	1	2	-13	45.0825	-51.0575	24461.7	22.6503	1	-1
14	2	3	-13	46.2898	-57.0121	24872.6	18.6497	1	-1
14	3	1	-13	34.1841	-46.4345	23563.2	33.0115	1	1
14	4	2	-13	37.997	-54.9854	24462.1	25.605	1	1
14	5	3	-13	39.9411	-61.286	24873.1	22.0507	1	1
14	6	1	-13	36.2967	-45.5162	23563.1	22.2177	1	1
14	7	2	-13	41.8789	-48.8356	24461.4	16.7737	1	1
14	8	3	-13	49.5998	-47.8244	24871.7	8.72565	1	1
14	9	1	-13	34.4675	-41.8487	23562.8	21.8667	1	1
14	10	2	-13	40.8241	-37.1955	24460.2	14.9413	1	1
14	11	3	-13	48.9002	-29.0968	24869.8	11.8432	1	1
14	12	1	-13	29.9115	-45.9207	23563.2	26.2828	1	1
14	13	2	-13	22.1585	-46.3821	24461.2	20.6317	1	1
14	14	3	-13	17.2846	-48.8969	24871.8	15.6375	1	1
14	15	1	-13	33.3899	-46.5619	23563.3	24.3833	1	1
14	16	2	-13	32.0853	-60.214	24462.6	18.1105	1	1
14	17	3	-13	26.8535	-64.1821	24873.4	15.431	1	1
14	18	1	-13	35.113	-46.1571	23563.2	26.0456	1	1
14	19	2	-13	34.8837	-51.6726	24461.7	19.6884	1	1
14	20	3	-13	36.3171	-54.6998	24872.4	15.791	1	1
14	21	1	-13	36.6198	-44.1027	23563	24.6829	1	1
14	22	2	-13	42.7904	-49.3486	24461.5	14.3509	1	1
14	23	3	-13	48.9629	-52.648	24872.2	10.6645	1	1
14	24	1	-13	34.5344	-48.2921	23563.4	29.0563	1	1
14	25	2	-13	37.9856	-52.9027	24461.8	23.0589	1	1
14	26	3	-13	35.0717	-57.6949	24872.7	19.9801	1	1
14	27	1	-13	36.8073	-47.0995	23563.3	30.0716	1	1
14	28	2	-13	47.7164	-56.4785	24462.2	23.7899	1	1
14	29	3	-13	54.551	-63.3507	24873.3	20.3345	1	1
14	30	1	-13	31.138	-46.3825	23563.2	34.146	1	1
14	31	2	-13	32.8037	-52.3631	24461.8	27.8585	1	1
14	32	3	-13	37.3772	-56.0102	24872.5	24.752	1	1
15	0	1	-13	66.5587	-52.8297	23563.9	5.71292	1.66667	-1
15	1	2	-13	92.7797	-88.4343	24465.4	0.360025	1.66667	-1
15	2	1	-13	76.8276	-52.3023	23563.8	6.15272	1.66667	1
15	3	2	-13	95.0547	8.79985	24455.6	0.575599	1.66667	1
15	4	1	-13	53.9165	-51.4524	23563.7	6.84741	1.66667	1
15	5	2	-13	33.6654	-45.6484	24461.1	1.20807	1.66667	1
15	6	1	-13	81.5885	-26.9846	23561.3	4.37994	1.66667	1
15	7	1	-13	98.4255	-103.549	23569	4.19685	1.66667	1
15	8	1	-13	77.252	-51.0452	23563.7	9.48949	1.66667	1
15	9	2	-13	44.4006	-68.2322	24463.4	3.98264	1.66667	1
15	10	3	-13	3.14369	-74.6471	24874.4	1.23041	1.66667	1
15	11	1	-13	63.2585	-69.909	23565.6	4.79307	1.66667	1
15	12	1	-13	72.1218	-63.8513	23565	4.68668	1.66667	1
15	13	1	-13	75.6373	-94.115	23568.1	3.63936	1.66667	1
16	0	1	-13	86.1838	56.8936	23552.8	0.398895	2.14286	1
17	0	1	-13	23.166	46.002	23553.9	0.175826	4.28571	1
17	1	1	-13	-0.0107899	19.2031	23556.6	0.219027	4.28571	1
18	0	1	13	49.7565	-29.9888	23561.6	22.134	1	-1
18	1	2	13	63.6607	-34.8025	24460	15.7986	1	-1
18	2	3	13	74.7227	-38.5421	24870.8	12.105	1	-1
18	3	1	13	58.1411	-42.1345	23562.8	31.6405	1	1
18	4	2	13	59.0203	-51.6941	24461.7	25.5592	1	1
18	5	3	13	60.2525	-54.1373	24872.3	21.9552	1	1
18	6	1	13	68.0192	-23.8467	23560.9	34.5947	1	1
18	7	2	13	75.5907	-28.6062	24459.4	28.4937	1	1
18	8	3	13	79.413	-27.3617	24869.6	25.4055	1	1
18	9	1	13	68.678	-40.5085	23562.6	24.2158	1	1
18	10	2	13	76.2571	-52.5224	24461.8	17.8335	1	1
18	11	3	13	80.1812	-54.1382	24872.3	14.5949	1	1
18	12	1	13	61.5089	-33.8347	23562	23.1229	1	1
18	13	2	13	59.8895	-30.0184	24459.5	14.0256	1	1
18	14	3	13	56.8653	-25.9234	24869.5	10.8734	1	1
18	15	1	13	60.2126	-10.6283	23559.6	27.7711	1	1
18	16	2	13	74.3602	-3.33074	24456.8	22.0177	1	1
18	17	3	13	80.7346	-0.307129	24866.9	18.2782	1	1
18	18	1	13	40.3354	-27.0104	23561.3	24.178	1	1
18	19	2	13	34.1469	-19.9382	24458.5	17.2459	1	1
18	20	3	13	32.7463	-11.6132	24868	14.3719	1	1
18	21	1	13	57.1785	-26.8904	23561.3	39.752	1	1
18	22	2	13	58.2449	-30.3178	24459.6	33.8708	1	1
18	23	3	13	57.3349	-33.3695	24870.2	28.8799	1	1
18	24	1	13	40.2074	-32.7937	23561.9	26.4756	1	1
18	25	2	13	31.2608	-37.8686	24460.3	20.8582	1	1
18	26	3	13	23.0987	-39.1352	24870.8	17.7719	1	1
18	27	1	13	48.9908	-29.5766	23561.5	20.0387	1	1
18	28	2	13	35.0282	-29.2574	24459.4	12.4401	1	1
18	29	3	13	25.1023	-34.6737	24870.4	9.20322	1	1
18	30	1	13	55.3348	-41.9269	23562.8	30.3238	1	1
18	31	2	13	57.9561	-54.0363	24462	23.0323	1	1
18	32	3	13	57.2485	-63.4322	24873.3	20.0369	1	1
19	0	1	-13	-24.8743	-49.1468	23563.5	1.34213	3.75	1
20	0	1	-13	23.7684	-60.4889	23564.7	6.83159	2.14286	1
20	1	2	-13	32.9539	-40.5591	24460.6	1.59965	2.14286	1
21	0	1	-13	-21.982	108.552	23547.5	0.610842	2.14286	1
22	0	1	-13	-47.0046	62.6874	23552.2	1.46753	3.33333	1
22	1	1	-13	-82.8106	58.493	23552.6	1.25691	3.33333	1
23	0	1	-13	6.81219	-1.72017	23558.7	0.116876	5	1
24	0	1	-13	-68.185	78.0495	23550.6	1.76063	2.5	1
25	0	1	-13	47.7143	19.4272	23556.6	1.63335	3.33333	-1
25	1	1	-13	-102.528	-5.44852	23559.1	1.01446	3.33333	1
25	2	1	-13	36.3827	-11.5706	23559.7	1.07112	3.33333	1
25	3	1	-13	-60.0525	21.5256	23556.4	1.15024	3.33333	1
25	4	1	-13	-68.8549	-44.0013	23563	0.259095	3.33333	1
25	5	1	-13	-18.8128	-64.9565	23565.1	0.321518	3.33333	1
26	0	2	-13	-98.1569	-46.1405	24461.2	2.77197	1.70132	1
26	1	1	-13	-123.038	-14.7723	23560	5.59098	1.70132	1
26	2	2	-13	-118.514	10.4174	24455.4	0.678784	1.70132	1
26	3	2	-13	-109.324	-56.4881	24462.2	1.39448	1.70132	1
27	0	1	-13	68.125	77.7269	23550.7	25.7559	1	-1
27	1	2	-13	74.7994	59.5165	24450.4	19.8291	1	-1
27	2	3	-13	80.3575	46.4129	24862.1	16.9092	1	-1
27	3	1	-13	-70.5464	-28.8038	23561.5	5.03262	1	1
27	4	1	-13	66.8389	24.7782	23556	19.252	1	1
27	5	2	-13	79.1866	16.6905	24454.8	13.9222	1	1
27	6	3	-13	86.6656	12.4262	24865.6	9.68864	1	1
28	0	1	-13	-58.3825	28.9148	23555.6	0.342857	3.75	1
28	1	1	-13	-53.9798	-17.4328	23560.3	0.76149	3.75	1
29	0	1	-13	20.9116	1.13463	23558.4	1.22687	2.5	1
30	0	1	-13	67.0415	-78.7674	23566.5	24.1418	1	-1
30	1	2	-13	62.1672	-87.0057	24465.3	18.1638	1	-1
30	2	3	-13	57.8164	-95.4757	24876.5	14.1141	1	-1
30	3	1	-13	67.4021	-74.1172	23566	32.8438	1	1
30	4	2	-13	69.6049	-69.9734	24463.6	26.7013	1	1
30	5	3	-13	70.4413	-63.3422	24873.3	22.0758	1	1
30	6	1	-13	68.4771	-80.7901	23566.7	35.6463	1	1
30	7	2	-13	65.009	-89.8476	24465.6	28.6801	1	1
30	8	3	-13	64.0603	-95.815	24876.6	25.3524	1	1
30	9	1	-13	69.0904	-87.083	23567.4	30.3746	1	1
30	10	2	-13	75.4851	-101.914	24466.8	24.366	1	1
30	11	3	-13	77.6663	-106.436	24877.6	17.4927	1	1
30	12	1	-13	70.0646	-78.5992	23566.5	31.3695	1	1
30	13	2	-13	74.742	-77.6169	24464.3	25.5677	1	1
30	14	3	-13	74.5977	-76.3076	24874.6	22.7221	1	1
30	15	1	-13	76.8923	-86.2348	23567.3	36.0165	1	1
30	16	2	-13	93.3706	-102.241	24466.8	28.271	1	1
30	17	3	-13	104.379	-109.845	24878	24.4436	1	1
30	18	1	-13	70.0543	-92.0885	23567.9	20.093	1	1
30	19	2	-13	83.7407	-113.946	24468	14.0297	1	1
30	20	3	-13	99.7385	-125.247	24879.5	10.4503	1	1
30	21	1	-13	65.2473	-78.8942	23566.5	35.2117	1	1
30	22	2	-13	62.1279	-78.1654	24464.4	28.8963	1	1
30	23	3	-13	58.8048	-76.1235	24874.6	25.4513	1	1
30	24	1	-13	71.9004	-80.363	23566.7	33.7598	1	1
30	25	2	-13	75.3749	-88.396	24465.4	27.6874	1	1
30	26	3	-13	73.154	-93.956	24876.4	22.9925	1	1
30	27	1	-13	69.1595	-74.222	23566.1	22.158	1	1
30	28	2	-13	70.655	-69.0911	24463.5	16.5499	1	1
30	29	3	-13	69.48	-57.9855	24872.7	13.4714	1	1
30	30	1	-13	68.5885	-99.2627	23568.6	1.71229	1	1
31	0	1	-13	-62.3646	93.0589	23549.1	23.1643	1	-1
31	1	2	-13	-56.0893	107.335	24445.6	18.9462	1	-1
31	2	3	-13	-52.0677	116.272	24855.1	18.9408	1	-1
31	3	1	-13	-75.4418	84.7982	23549.9	17.723	1	1
31	4	2	-13	-91.9734	61.5187	24450.2	11.957	1	1
31	5	3	-13	-98.6326	47.8117	24862	7.45158	1	1
31	6	1	-13	-51.9244	97.8898	23548.6	22.5389	1	1
31	7	2	-13	-54.1453	87.1108	24447.6	16.1877	1	1
31	8	3	-13	-61.3615	81.629	24858.6	13.2897	1	1
31	9	1	-13	-71.5299	93.8603	23549	16.5583	1	1
31	10	2	-13	-85.6146	74.0865	24449	10.8226	1	1
31	11	3	-13	-102.276	67.69	24860	7.89156	1	1
31	12	1	-13	-53.6486	102.439	23548.2	22.8646	1	1
31	13	2	-13	-45.6478	111.557	24445.2	22.0473	1	1
31	14	3	-13	-42.0245	115.298	24855.2	22.0373	1	1
31	15	1	-13	-62.2129	95.6522	23548.8	26.5877	1	1
31	16	2	-13	-70.4626	80.1226	24448.4	11.0967	1	1
31	17	3	-13	-82.9506	57.031	24861.1	7.94937	1	1
31	18	1	-13	-56.4611	105.731	23547.8	16.6101	1	1
31	19	2	-13	-43.8097	116.436	24444.7	16.6049	1	1
31	20	3	-13	-38.1027	121.515	24854.5	16.6003	1	1
31	21	1	-13	-55.4452	85.7171	23549.8	25.6805	1	1
31	22	2	-13	-50.9556	93.9588	24447	20.3533	1	1
31	23	3	-13	-45.6183	99.941	24856.7	18.3805	1	1
31	24	1	-13	-68.4065	81.5905	23550.3	22.8169	1	1
31	25	2	-13	-67.1846	66.2002	24449.8	13.7865	1	1
31	26	3	-13	-60.5001	64.6724	24860.3	10.7033	1	1
31	27	1	-13	-55.4575	92.6554	23549.1	8.5721	1	1
31	28	2	-13	-75.7796	75.4006	24448.8	2.82154	1	1
31	29	3	-13	-52.8854	54.9341	24861.3	0.107812	1	1
31	30	1	-13	-56.1941	106.781	23547.7	17.6632	1	1
31	31	2	-13	-40.8442	106.713	24445.7	15.7192	1	1
31	32	3	-13	-27.7677	105.368	24856.2	15.1296	1	1
32	0	1	-13	-3.33334	118.317	23546.5	1.64593	2.14286	-1
32	1	2	-13	-91.5364	119.574	24444.4	1.64159	2.14286	-1
32	2	1	-13	57.3422	82.72	23550.1	0.710782	2.14286	1
32	3	1	-13	44.4425	76.6356	23550.8	0.937213	2.14286	1
32	4	1	-13	-23.3326	73.8777	23551	0.946259	2.14286	1
33	0	1	13	54.2769	61.3822	23552.3	3.34043	2.5	1
34	0	3	13	-124.922	-21.182	24869	2.30087	1	1
34	1	2	13	-110.473	-17.1923	24458.2	1.4867	1	1
34	2	2	13	-120.214	4.99837	24456	6.39472	1	1
34	3	3	13	-105.994	23.038	24864.5	2.62434	1	1
34	4	2	13	-71.3208	-86.5961	24465.3	0.269309	1	1
35	0	1	-13	24.2398	49.1713	23553.5	1.31651	3	1
35	1	1	-13	13.273	-87.7223	23567.4	0.626924	3	1
35	2	1	-13	-22.1387	-64.6502	23565.1	3.2747	3	1
35	3	1	-13	14.6928	-84.8022	23567.1	0.537607	3	1
35	4	1	-13	-1.68282	-29.6239	23561.5	2.83499	3	1
36	0	1	-13	-55.0447	-23.1389	23560.9	1.08126	3.33333	1
36	1	1	-13	-94.8561	-60.3003	23564.6	0.296965	3.33333	1
36	2	1	-13	52.0284	-61.7611	23564.8	0.975472	3.33333	1
36	3	1	-13	-70.2926	-16.9705	23560.3	0.915681	3.33333	1
36	4	1	-13	20.6024	-1.55293	23558.7	0.791075	3.33333	1
36	5	1	-13	83.6208	0.925165	23558.4	0.396834	3.33333	1
37	0	1	-13	107.147	0.416252	23558.5	2.42648	2	1
37	1	1	-13	73.7791	-21.1855	23560.7	0.428018	2	1
38	0	1	-13	-60.4429	-15.9245	23560.1	10.8916	1	1
38	1	2	-13	-40.3487	-19.6849	24458.5	3.34324	1	1
38	2	3	-13	-24.1469	-12.7803	24868.1	0.511271	1	1
39	0	1	-13	-66.6934	-41.3402	23562.7	1.42462	1.42857	1
40	0	1	-13	81.9527	56.2813	23552.8	3.39987	2.30769	-1
40	1	1	-13	89.7135	37.9421	23554.7	2.65486	2.30769	1
40	2	1	-13	93.6566	58.3355	23552.6	1.68519	2.30769	1
40	3	1	-13	75.468	22.5727	23556.2	1.92516	2.30769	1
40	4	1	-13	106.782	3.81816	23558.1	0.985173	2.30769	1
40	5	1	-13	66.3451	60.452	23552.4	2.8292	2.30769	1
41	0	1	-13	69.495	12.8013	23557.2	0.204152	3.75	-1
41	1	1	-13	-41.8307	76.9013	23550.7	1.19953	3.75	1
41	2	1	-13	7.71925	-22.852	23560.8	1.50701	3.75	1
41	3	1	-13	-13.9196	-28.2116	23561.4	0.799795	3.75	1
41	4	1	-13	51.7678	23.0255	23556.2	0.644353	3.75	1
41	5	1	-13	14.0653	37.9814	23554.7	0.890728	3.75	1
42	0	1	-13	53.5347	101.598	23548.2	2.34345	2.5	1
43	0	1	-13	-32.8843	-12.1453	23559.8	1.6969	3	-1
43	1	1	-13	-4.44139	65.6035	23551.9	3.66331	3	1
43	2	1	-13	-21.4205	49.3803	23553.5	3.16548	3	1
43	3	1	-13	-30.6738	62.1966	23552.2	2.42803	3	1
43	4	1	-13	44.2892	-55.109	23564.1	0.206071	3	1
43	5	1	-13	-40.2216	47.9479	23553.7	2.13719	3	1
43	6	1	-13	-54.2073	41.8812	23554.3	1.78948	3	1
44	0	1	-13	-28.6598	12.4257	23557.3	0.530267	4.28571	1
44	1	1	-13	9.69663	41.283	23554.3	0.972855	4.28571	1
44	2	1	-13	56.2142	85.6557	23549.9	1.06465	4.28571	1
45	0	1	13	117.374	46.9476	23553.8	8.57786	1	-1
45	1	2	13	94.9103	35.9906	24452.8	2.84417	1	-1
45	2	3	13	44.0094	86.6959	24858.1	0.0722378	1	-1
45	3	1	13	88.5039	57.4366	23552.7	10.4334	1	1
45	4	2	13	32.2942	47.1891	24451.7	4.95595	1	1
45	5	3	13	-0.833198	34.6189	24863.3	1.91181	1	1
45	6	1	13	92.3258	58.6425	23552.6	13.3822	1	1
45	7	2	13	67.0317	70.7422	24449.3	8.08018	1	1
45	8	3	13	66.229	81.8477	24858.6	5.38295	1	1
45	9	1	13	110.94	71.0578	23551.3	6.75689	1	1
45	10	2	13	84.3788	109.169	24445.4	1.38493	1	1
45	11	3	13	47.7157	119.503	24854.7	1.38062	1	1
45	12	1	13	112.055	55.8183	23552.9	6.78096	1	1
45	13	2	13	83.8746	72.7259	24449.1	0.99217	1	1
45	14	1	13	99.5609	63.7275	23552.1	11.5994	1	1
45	15	2	13	59.7364	81.1022	24448.3	5.35008	1	1
45	16	3	13	8.33103	103.604	24856.3	2.67107	1	1
45	17	1	13	100.38	34.2542	23555.1	11.3714	1	1
45	18	2	13	81.1901	4.8871	24456	5.45758	1	1
45	19	3	13	80.36	-25.8019	24869.5	2.53913	1	1
45	20	1	13	118.187	60.1776	23552.4	13.3569	1	1
45	21	2	13	120.745	58.6437	24450.5	7.58905	1	1
45	22	3	13	108.573	45.2557	24862.3	4.29685	1	1
46	0	2	-13	45.9908	13.094	24455.2	0.226333	1.36364	1
47	0	1	-13	12.0094	75.6504	23550.9	0.885539	3.33333	1
47	1	1	-13	7.8763	54.1143	23553	0.36559	3.33333	1
48	0	1	-13	-15.169	66.6166	23551.8	1.63782	3.75	1
49	0	1	-13	48.4447	-4.86723	23559	0.268026	5.76923	1
49	1	1	-13	38.4717	-62.6927	23564.9	2.03588	5.76923	1
50	0	1	-13	111.2	11.1983	23557.4	2.44027	1.85185	1
50	1	1	-13	111.827	-5.03985	23559	0.254866	1.85185	1
50	2	1	-13	111.738	-8.56916	23559.4	4.2134	1.85185	1
51	0	1	13	-36.938	-43.7754	23563	2.67656	2.14286	1
52	0	1	-13	-55.5415	-5.63375	23559.1	0.272575	3	-1
52	1	1	-13	7.86491	-19.8544	23560.5	0.105329	3	1
53	0	1	-13	48.372	7.8802	23557.7	0.57106	3.75	1
53	1	1	-13	89.929	24.6228	23556	0.317775	3.75	1
53	2	1	-13	23.8253	93.0605	23549.1	0.239661	3.75	1
54	0	1	-13	-99.2273	29.421	23555.6	1.07327	2.72727	-1
54	1	1	-13	-58.7034	-23.7698	23560.9	1.65376	2.72727	1
54	2	1	-13	14.261	21.2746	23556.4	2.01614	2.72727	1
55	0	1	-13	-71.8338	41.4926	23554.3	7.97212	1.875	-1
55	1	2	-13	-47.1635	75.1847	24448.9	2.85283	1.875	-1
55	2	3	-13	-30.8808	107.414	24856	0.236282	1.875	-1
55	3	1	-13	-25.5617	86.6625	23549.7	3.15799	1.875	1
55	4	1	-13	-25.8087	35.1165	23555	8.21167	1.875	1
55	5	2	-13	-5.13426	34.7605	24453	1.41351	1.875	1
55	6	1	-13	-45.146	14.3009	23557.1	6.55915	1.875	1
55	7	2	-13	-32.3981	44.8393	24451.9	0.943592	1.875	1
55	8	1	-13	-87.8497	29.4879	23555.5	7.98608	1.875	1
55	9	2	-13	-84.3818	-1.14882	24456.6	2.20063	1.875	1
55	10	1	-13	-44.0554	6.89668	23557.8	3.27192	1.875	1
55	11	1	-13	-68.5847	75.2606	23550.9	4.41372	1.875	1
55	12	1	-13	-81.5567	50.0516	23553.5	8.06993	1.875	1
55	13	2	-13	-88.6508	35.4101	24452.9	2.31664	1.875	1
55	14	1	-13	-58.5859	15.3014	23557	3.26549	1.875	1
55	15	1	-13	-23.0782	26.2927	23555.9	4.91801	1.875	1
55	16	1	-13	-59.9889	77.85	23550.6	3.81194	1.875	1
56	0	1	-13	-112.793	-6.71671	23559.2	0.562182	3.33333	1
56	1	1	-13	-27.0934	-54.7205	23564.1	1.90598	3.33333	1
57	0	1	-13	63.0804	30.2476	23555.5	1.86011	3.33333	-1
57	1	1	-13	-13.5835	38.1379	23554.7	0.853881	3.33333	1
57	2	1	-13	4.16982	59.1802	23552.5	2.01052	3.33333	1
57	3	1	-13	79.3138	-54.6412	23564.1	0.169576	3.33333	1
57	4	1	-13	-9.90226	20.5759	23556.4	0.454256	3.33333	1
57	5	1	-13	10.0185	44.1466	23554.1	1.18071	3.33333	1
57	6	1	-13	-36.181	25.5716	23555.9	1.96008	3.33333	1
57	7	1	-13	10.9879	-4.07483	23558.9	0.720618	3.33333	1
58	0	1	-13	-121.963	-65.1591	23565.1	5.52577	1	1
59	0	1	-13	18.29	4.7155	23558.1	1.26681	3.33333	1
59	1	1	-13	25.3347	-29.0401	23561.5	1.13632	3.33333	1
60	0	1	-13	96.593	37.4897	23554.7	0.536405	4.28571	1
60	1	1	-13	70.9827	63.8402	23552.1	0.828577	4.28571	1
61	0	1	-13	19.3581	-42.075	23562.8	1.33833	2.72727	1
61	1	1	-13	59.5842	-89.1777	23567.6	1.48878	2.72727	1
61	2	1	-13	45.1199	-49.9385	23563.6	3.08152	2.72727	1
61	3	1	-13	30.5774	-61.8937	23564.8	2.81567	2.72727	1
61	4	1	-13	25.2122	-19.6523	23560.5	0.152641	2.72727	1
61	5	1	-13	32.675	-24.9071	23561.1	1.0515	2.72727	1
61	6	1	-13	48.7435	-62.0421	23564.8	0.540051	2.72727	1
61	7	1	-13	44.0417	-81.1117	23566.8	1.17022	2.72727	1
61	8	1	-13	37.2386	-79.0774	23566.5	1.41088	2.72727	1
62	0	1	-13	-67.8357	-6.92476	23559.2	2.16639	3.75	1
62	1	1	-13	-34.566	-35.4657	23562.1	1.75341	3.75	1
62	2	1	-13	-64.3527	14.2416	23557.1	1.44387	3.75	1
62	3	1	-13	-21.0844	-55.6477	23564.2	1.07136	3.75	1
62	4	1	-13	-11.0809	-11.969	23559.7	0.589812	3.75	1
